,addr,latitude,longitude
119,武汉市光谷花山街道碧桂园社区，光谷花山生态新城碧桂园山湖间,30.56557882075384,114.4956714825532
120,新洲阳逻朝家山社区,30.67146720218653,114.5736003838493
121,硚口区汉中街江山如画六期,30.57325144981069,114.2720307800779
122,武昌区和平大道国棉社区,30.61627299331519,114.3563702589849
123,江岸区堤角路,30.66283372132473,114.3499038274323
124,湖北省武汉市洪山区卓刀泉南路学雅芳邻,30.50939576380017,114.3722959580491
125,武汉市江岸区台北路桃源里小区,30.59967958860441,114.2912689807102
126,武胜路人信武胜里,30.57836769803574,114.2733358383228
127,武昌区洪山区幸福佳苑,30.5109483323408,114.3579529834629
128,青山区新沟桥街道,30.63893244921617,114.4046789733783
129,双柳街双铺村黄家大湾,30.60763163973128,114.6194129767221
130,洪山区和平街东方雅园1期,30.61824844784746,114.404793058178
131,白沙洲丁公庙上街,30.52122812683578,114.2978403020073
132,现处湖北省武汉市硚口区古田街道广电江湾新城商铺,30.59210691852597,114.2053202773126
133,江欣苑小区,30.53634288421032,114.2545449938345
134,硚口区长丰大道天顺园十组团,30.61995651305776,114.2200389232631
135,唐家墩顶绣晶城八古墩社区,30.62565372843843,114.2787162391748
136,硚口区易家街,30.5875843407756,114.2214603120715
137,青山区白玉山五一社区,30.63169055801425,114.4750028202269
138,洪山区光谷现代森林小镇,30.46086094670555,114.423601958607
139,蔡甸区,30.58811362185548,114.0354796308132
140,肺科抢救中,30.59846673640099,114.3115815547323
141,宝丰街葛洲坝社区,30.58203433033449,114.2579389717123
142,汉阳腰路堤夹河路华立苑,30.54553813358984,114.2704039487993
143,香榭琴台、五墨里社区,30.5569726294533,114.2576164800343
144,天顺园小区,30.61757116483663,114.2227443499675
145,武汉市硚口区解放大道香港映象,30.59527697148367,114.2208359897421
146,永庆社区永庆街,30.57522584712452,114.2799058651617
147,洪山区东方雅园,30.61820097525826,114.4053775855734
148,武汉市汉阳区琴断口社区桃花岛城市花园,30.5538674757117,114.2298167092475
149,汉阳区琴断口桃花岛社区汤家咀,30.56235282351809,114.2323457087498
150,武东航舵社区,30.59669308632459,114.4665064670524
151,武汉市汉阳区鹦鹉花园,30.54885589936981,114.2790259749147
152,太子湖畔星苑,30.5180535029428,114.2046719702261
153,青山区红卫路街道东兴天地D区,30.63555634990324,114.3761235479965
154,江岸区丹水池街道堤角社区,30.66276629183779,114.3435113749317
155,青山区钢花112街,30.64659307554314,114.3914926569667
156,武汉市汉阳区五里汉城,30.55319953461327,114.25933251305
157,经济技术开发区观看高尔夫公馆,30.51402990447593,114.2012480787748
158,洪山区张家湾鑫宇花园,30.49052741067535,114.2889915067507
159,汉阳区五里墩街街道龙江庭院C区,30.54828488170519,114.2590870061541
160,秦园路秦园居,30.59104186913835,114.3418576843184
161,后湖街道惠民居,30.65444624741394,114.318196227355
162,金地格林小城,30.50528390307028,114.3426499897782
163,杨园街四美塘社区,30.60331952966412,114.3464461390328
164,硚口区汉水桥街汉水四村3604新小区,30.58398756147112,114.2454343793523
165,武昌区中南路付家坡小区付家坡二路,30.53833423414178,114.3393608998484
166,惠济社区湖北省武汉市江岸区惠济一路一,30.61660111194547,114.2946564009577
167,徐东一路金银岛小区,30.59773530302959,114.3550072600346
168,武汉市东西湖区金银湖南街城市广场四期一区,30.63510058563433,114.1864604429612
169,世纪龙城2期,30.55233690331261,114.2164358198625
170,百步亭花园温馨苑,30.65099403485439,114.3236069011027
171,武汉市洪山区雄楚大道紫菘枫林上城,30.50214907566038,114.4084494310953
172,江南新天地社区,30.61645418517695,114.3152309208666
173,东西湖金银湖,30.64364687283107,114.2023017013074
174,地铁鑫城,30.62467023906458,114.3181761053116
175,武汉市青山区122街坊,30.64938361215697,114.4100033199664
176,常安佳苑,30.63605569166464,114.2301868111176
177,洪山区城际花园小区,30.49096355572677,114.2826073393218
178,硚口区长堤街，红燕社区,30.57390051797408,114.2755412681804
179,君安花园，君安社区,30.64582915322664,114.2759139751364
180,武昌区中山路中山桥社区,30.54864689983388,114.3225164480442
181,江岸区 后湖东方社区竹叶苑,30.64005677938286,114.3032400694278
182,武昌区中南街道梅苑路梅苑小区,30.53793265456363,114.3337520042102
183,复兴村小区,30.61126133310044,114.2534910119797
184,洪山区洪达巷化专楼,30.52499031711152,114.3504003002267
185,纸坊街杨家湾还建楼,30.37005266318036,114.3238870825913
186,武昌区八一路,30.55956698352248,114.3225485175509
187,北洋桥鑫园,30.61858487321505,114.3869405836255
188,莲溪寺南村铁路小区,30.52573988090671,114.3338200059373
189,汉阳区芳草路十里景秀小区,30.55764917408708,114.2218990444826
190,青山区红钢城街三街坊,30.65045112022671,114.4152460105838
191,江汉区吉庆街,30.59127710920857,114.2980395228134
192,堤角游湖金利花园二期,30.6702478814625,114.3507614190417
193,关东街关南园路汉庭酒店,30.47985890267893,114.430013524354
194,青山区114街坊,30.64938361215697,114.4100033199664
195,武汉市东湖高新区佳园路森林花园,30.5097736407536,114.4450891569141
196,武汉生物研究所社区,30.38155284657426,114.2599357251999
197,台北路台北四村,30.6017487923666,114.2870258346338
198,粮道街候补街,30.55523423759974,114.3131867413396
199,江汉区新华家园社区,30.63086832980194,114.2689705226971
200,武昌徐家棚街道团结民居桂园,30.59347536217773,114.3422627302729
201,汉阳区御龙湾小区,30.55697729422232,114.2363962581248
202,中南国际城 梅苑社区,30.53787083410827,114.3329270902604
203,硚口区联谊路商住楼,30.61380975310153,114.1761966180009
204,滨江苑三期，江码社区,30.62930309355452,114.3314920472082
205,武汉市武昌区,30.55956698352248,114.3225485175509
206,洪山区岳家嘴嘉隆小区,30.58674735567674,114.3680120289025
207,天顺园十组团,30.61757116483663,114.2227443499675
208,海赋江城天韵,30.65113399603746,114.3113804241286
209,复兴新村小区,30.61126133310044,114.2534910119797
210,江汉区任冬社区,30.58642395368478,114.2901133106716
211,钢都花园124街、园林社区,30.6175269551907,114.3781487777688
212,汉阳区福星惠誉汉阳城,30.55085801103111,114.2769487332534
213,汉阳鹦鹉大道桥机嘉园,30.53617328330737,114.2652872904451
214,武汉市江岸区银泰御华园,30.64504363122377,114.3154275599427
215,硚口区联谊路商住楼,30.61380975310153,114.1761966180009
216,江岸区新村新江岸社区,30.63251371138909,114.3008056614957
217,硚口区汉水桥社区弘西花园,30.58644486098421,114.2443179652645
218,硚口区肖家地社区,30.6011087715148,114.2119584855397
219,解放公园路国信院社区,30.61293370273499,114.3079859072675
220,百步亭花园悦秀苑,30.65012536997212,114.3328333969957
221,操场街道东立国际（目前在对应隔离点锦江中心）,30.63221687669627,114.3209450422156
222,武昌区涂家沟,30.51983480276231,114.3119569404354
223,中山大道裕亚俊园。中山社区,30.57758597596159,114.2639539355766
224,洪山区中建福地星城,30.51340998888566,114.3519733230052
225,鹏程中泰花园 白沙洲社区,30.51988468193965,114.3004092392742
226,汉阳广电兰亭,30.51527260153349,114.2213304170947
227,堤角小区,30.66197221078624,114.342993142483
228,三江航天酒店,30.61237643073448,114.203834300338
229,武昌区白沙洲八铺街社区,30.53035270387761,114.3045777361627
230,汉阳区王家湾,30.56910415046913,114.2164473181731
231,武昌区丁字桥向阳佳苑A区,30.53284147084755,114.3357883729708
232,洪山区关山街气标社区,30.49927140733147,114.4151791766538
233,观澜高尔夫,30.5152539343621,114.201216817743
234,仁和路东方玉龙居,30.61519150697972,114.397393176709
235,东西湖区金银湖街道鑫桥社区,30.63348150573455,114.199833966241
236,江岸区扬子街新德里,30.58700720570626,114.2993693823752
237,百步亭 金桥汇社区,30.66203348534359,114.2943847533715
238,东西湖区将军花园 将花社区,30.65982547966304,114.2598301743025
239,武昌区中南路街，水院小区,30.54053996412126,114.3308818282753
240,丹水池铁塔厂 丹北社区,30.65927236358075,114.3417078469593
241,堤角游湖金利花园二期,30.6702478814625,114.3507614190417
242,硚口区古田四路电信局电信小区,30.59889586417873,114.2194199907667
243,武汉市葛洲坝世纪花园二期,30.51134401551927,114.4584724717239
244,洪珞社区,30.53258087773089,114.350834181788
245,湖北省武汉市东西湖区金银湖街道裕亚银湖城南苑,30.63498491578249,114.2084589567645
246,台南花园，隶属于西马街道熊家台社区,30.59979304743538,114.2958528540665
247,东湖风景区和盛世家,30.54928416039201,114.4125774144053
248,武昌区涂家岭社区丁字桥路,30.53099825125057,114.3341092603115
249,江岸区堤角小区,30.66197221078624,114.342993142483
250,武昌区铁机路社区才茂街,30.6090007943611,114.3585165803399
251,花楼街宝丽金,30.5884546607464,114.298326967102
252,汉阳区知音西村(知西社区,30.57362822081055,114.2150079632544
253,汉阳区润帝嘉园,30.57051816397649,114.226875836669
254,汉阳火车站复地翠微新城三期,30.55468499944179,114.263319642056
255,硚口区古田,30.5875843407756,114.2214603120715
256,七一九研究所,30.53359859444047,114.3207848743431
257,硚口区紫润北社区,30.6283685852932,114.2190165617621
258,青山区钢花街道117街坊,30.62987891204632,114.4065093606854
259,江夏区大桥新区南车花园,30.39379142800749,114.3279148150064
260,五里墩街龙江庭院b区,30.55047423083854,114.258782929739
261,下荣华里学堂社区,30.57697875143951,114.2763670804357
262,邓甲新城D区，五墨里社区,30.5569726294533,114.2576164800343
263,武汉市蔡甸区奓山镇正街,30.6564213807957,113.9767879420133
264,武昌区丁字桥向阳佳苑A区,30.53284147084755,114.3357883729708
265,洪山区东山亭社区,30.59351251070533,114.3804308330863
266,武铁佳苑，胭脂山庄,30.55285316128098,114.3134732963058
267,花桥街聚才社区,30.62206591293598,114.288253189452
268,仁寿社区,30.581361843787,114.2525441979722
269,武汉市硚口区古田公寓,30.61164906624107,114.203607837519
270,武汉市武昌区武珞路,30.5460310518165,114.3163794871052
271,汉阳区玫西社区,30.57226392499411,114.2141110052027
272,八古新墩、站东社区,30.62709448835006,114.2727461905861
273,汉阳区永丰街街道三眼桥村王湾,30.56463016476406,114.1633792015267
274,洪山区和平街沙湖港湾三期,30.60410298482043,114.3955676402517
275,洪山区紫菘枫林上城,30.50214907566038,114.4084494310953
276,洪山区雄楚大道保利蓝海郡,30.499433294016,114.3810653960986
277,江汉区常青街常文里社区,30.6104919229347,114.2516537975507
278,江汉区新华路环亚大厦A座,30.59935250003167,114.2808782808762
279,古田汉口人家古二社区,30.60618701276296,114.2012664042072
280,洪山区红旗欣居A区,30.5181982469954,114.3142946170336
281,江岸区西马路港台公寓,30.60034199977408,114.2961013253705
282,硚口区韩家墩街道博学社区,30.59418125945882,114.2287135002507
283,武汉市,30.59846673640099,114.3115815547323
284,一元街扬子社区,30.58577030682173,114.3013326973384
285,黄孝河路 协昌里小区,30.62513708506973,114.2934830343006
286,武汉市洪山区万科锦绣苑,30.48367043124253,114.2728390753758
287,铁机路橡树湾,30.61670988888972,114.3542105528778
288,汉阳莲花湖大桥社区,30.55851572268904,114.2832959803258
289,中北路24附1欢乐大道越家嘴，杨园小路。梨园社区,30.58660504649899,114.3780181641476
290,金银潭医院,30.67201186125525,114.2924028219248
291,青山区绿水花园,30.65449603205601,114.4236892739026
292,南湖保利公园9里,30.51400594796267,114.3133709793082
293,硚口区汉水三村,30.58694686796986,114.2357959205525
294,汉阳徐家南湾中百超市后面五园里社区,30.55691346461333,114.2543868920648
295,东湖景园,30.58824986657146,114.3815369166607
296,湖北省武汉市洪山区欢乐大道和盛世家,30.58662035776419,114.3758543258352
297,江汉区友谊南路双龙社区,30.57648601996285,114.2885702912971
298,武汉市黄陂区前川街名苑居,30.88895523476169,114.3867752055811
299,青青美庐,30.63761755498572,114.296414744163
300,青山区钢花新村小区,30.62249066198456,114.3790355849682
301,新河社区,30.69141985787032,114.1976991431965
302,武汉市常青二院,30.63561989416118,114.2651709598815
303,武汉市3506社区,30.60778697216195,114.2365197751324
304,红旗公寓新华家园社区，,30.63086832980194,114.2689705226971
305,宝丰街3506G小区,30.58289242005853,114.2703079199403
306,江欣苑社区 新城.春天里小区,30.53498785718182,114.2491887574007
307,汉阳王家湾中央生活区,30.56734231803282,114.2110874885172
308,关山街道保利社区，金梭花园,30.50648035201181,114.4277084724153
309,新华家园悦景居,30.63136707451426,114.2683029918726
310,四清里社区前进路市政一公司,30.56626424472439,114.3201175231798
311,洪山区珞喻路湖北经济学院,30.57822988471274,114.3715650068556
312,汉南区兴业家园,30.32071222249942,114.086890104302
313,光谷风度柏林三期,30.50579450178459,114.415963397364
314,洪山区关西社区,30.50450532038495,114.3934733307857
315,新湾路福星华府,30.64051586024189,114.2574640375892
316,硚口丰竹园3期,30.61627501346647,114.2436317496855
317,江岸区百步亭花园悦秀苑,30.66690573545843,114.3231141805305
318,钢花新村118街坊,30.62573025357272,114.38942430853
319,武珞路,30.5460310518165,114.3163794871052
320,汉阳区江堤中路新城丽景A区,30.53918414087068,114.2552463009462
321,硚口区汉西三路维也纳酒店,30.60132332973373,114.2274512013481
322,东西湖恒大小区,30.66484166629369,114.173333684205
323,青山区钢都花园123街,30.62019053053826,114.3770284111367
324,江岸区百步亭花园悦秀苑,30.66690573545843,114.3231141805305
325,徐东大街都市经典,30.58687691824543,114.3599570132251
326,大华铂金瑞府,30.63034285826499,114.3671219878032
327,汉阳区麒麟路麒麟社区,30.5612069803183,114.2329266429231
328,百步亭现代城四区,30.64777401676663,114.3329837733381
329,东西湖区开屏里社区,30.62847680506387,114.1562836659645
330,武昌区水陆小区,30.53557466204834,114.3057309807764
331,下集村,30.77349974642593,114.7110868506264
332,硚口区古田街古雅社区,30.60329932541952,114.1908810942063
333,旌德社区,30.5754901334477,114.2830203801953
334,武汉市洪山区华中师范大学东区,30.52400439617992,114.3672157708985
335,洪山区毛坦港湾,30.47732620342651,114.3013464414127
336,桂子花园，珞桂社区,30.51055793682643,114.3678510525551
337,湖北省武汉市青山区116街,30.64659307554314,114.3914926569667
338,武汉市汉阳区钰龙花园丰园,30.55926175988634,114.2368590651235
339,武汉市青山区,30.64659307554314,114.3914926569667
340,科苑社区德威大厦,30.62429553309526,114.2968151189287
341,东西湖区还建房4期,30.66067666019948,114.2619117278302
342,硚口区简易路桂苑西村,30.58845776957301,114.2240269505746
343,东西湖区金银湖街道鑫桥社区,30.63348150573455,114.199833966241
344,中南路街道小刘家湾社区，民主路省物资公司宿舍,30.54926993170677,114.3306419807041
345,碧苑花园,30.63302526548615,114.4154879242576
346,鲁磨路中航武仪阳光社区,30.5218401876993,114.4063112843204
347,东西湖博大学府,30.62557937857937,114.1368159482745
348,武昌区先贤街,30.54843929939849,114.3069357881264
349,洪山区铁机路保利城,30.60227954949846,114.3641707847113
350,硚口区爱国社区安定巷,30.57392718020123,114.2673851033025
351,洪山区和平街保利才盛景苑,30.6075384712342,114.3624304974468
352,江岸区黄家墩社区韦桑路,30.62555210918087,114.3193507295965
353,后湖同安家园,30.65608260299851,114.3073155018654
354,尚义社区,30.57201136762269,114.2669434064833
355,黄鹤楼街道,30.55031693960778,114.3090430331917
356,武汉市汉阳区十里铺十里和府,30.563004219838,114.2228571771395
357,硚口区长寿社区,30.57424215149046,114.2731418941632
358,苗栗路社区,30.60282728498142,114.2972081725046
359,汉阳江堤大道鲤鱼洲家园,30.52930190120069,114.2350750303807
360,硚口区汉口春天,30.60261090209568,114.2081270328786
361,五春里社区，钰龙湾汇园小区,30.5578439266294,114.2360520274534
362,武汉市青山区红钢城十九街坊,30.64237717365503,114.408637356608
363,青山区白玉山,30.61071593988247,114.4895609389827
364,丰美路团结佳兴园,30.6196870659283,114.2146120800162
365,武汉汉阳区汉桥路城中花园C区,30.55572891620879,114.235257027077
366,武汉市汉阳区芳草路龙阳,30.55989350798935,114.2129739300882
367,湖北省武汉市江岸区兴业路盛世东方,30.64705849426543,114.3083499904907
368,古田社区,30.61035392263976,114.1943230415984
369,汉阳区，二桥社区,30.57173292409983,114.2137250033251
370,武汉市硚口区宗关街变电社区汉水三村,30.58694686796986,114.2357959205525
371,武昌区徐家棚街道,30.58699225754155,114.3494856455564
372,百步亭 金桥汇,30.65638635361915,114.2996260067
373,光明上海公馆,30.65888909466457,114.292009453942
374,武汉市江汉去民权路,30.57736629863185,114.2967305856853
375,武车六村秦臻社区,30.58668688790335,114.3326999986275
376,洪山区武丰佳园,30.60872743122458,114.3853220167576
377,汉阳区鹦鹉花园,30.54885589936981,114.2790259749147
378,硚口区利济南路石码正巷楼,30.56846602088817,114.2804224285588
379,江岸区艺苑社区,30.61118394168866,114.3083419057411
380,绿地国际金融城名邸公馆,30.58508953004694,114.3282594948306
381,江岸区江大路统建大江园北苑,30.62394887244252,114.3020299620753
382,江汉区恒大御园,30.61526376702617,114.2563537319789
383,居住在美联时光里2期，属于汉口花园社区,30.6388258725337,114.2729280076213
384,武汉市硚口区荣华街幸乐社区圣锦苑,30.57636833612829,114.271678644318
385,武昌区水陆街小区,30.53557466204834,114.3057309807764
386,洪山区,30.50633395680806,114.3504555460155
387,汉阳江城明珠,30.51544690607157,114.2256089564082
388,武胜路武胜里人信汇,30.57653864340097,114.2735842197963
389,汉阳十里新城,30.56159693703874,114.2189679634341
390,台北路台北花苑 ，宝岛社区,30.60338216279535,114.287375904291
391,雄楚大街超高压电力家属区,30.51675546339292,114.3686804580325
392,汉阳锦绣雅苑,30.53908048601235,114.2655642380338
393,江岸区塔子湖街道星悦城3期,30.64714409005248,114.2722757479905
394,武汉市江汉区常青路,30.61986456462076,114.2545788788167
395,汉口汉新街常青一路福星惠誉北区,30.62643956485313,114.2525850708729
396,汉阳御水华城,30.53226483666825,114.2409202145036
397,硚口区古四侧路,30.60000838609911,114.2221070327505
398,湖北省妇幼保健院,30.62318391489351,114.3775259825587
399,万松街，白松社区,30.59839889331507,114.2701052622173
400,武汉百步亭美好名流世家,30.6589004335441,114.3334297820238
401,百步亭银泰御华园,30.64504363122377,114.3154275599427
402,江岸区，一元街同福社区,30.58703873519715,114.3040197986104
403,硚口区汉西三路长青国际,30.604658129095,114.2261385075064
404,姚家岭社区,30.55585548849938,114.3417754893643
405,武汉大学,30.53436745450367,114.3706422674357
406,江岸区协昌里,30.62513708506973,114.2934830343006
407,中南路湖北省公安厅,30.52390002500478,114.3403152039272
408,阳区鹦鹉大道路口枫华苑,30.54287458536603,114.2701314927382
409,江岸区滨江苑小区2期,30.62513724045161,114.3278829251608
410,湖北省武汉市武昌区徐东路社区居民,30.60393536853929,114.353108332017
411,武汉市江汉区站北二村,30.6072822768268,114.2775061318223
412,武汉市硚口区云鹤园,30.61195272468797,114.2262815177435
413,江腾苑B区,30.54112712390105,114.2586117127087
414,中森华国际城,30.66104159376926,114.3364137732668
415,青山区114街坊,30.64938361215697,114.4100033199664
416,武汉市武昌区701研究所社区,30.55956698352248,114.3225485175509
417,和平社区,30.92306513192221,114.8770778088628
418,武汉市武昌区水果湖路,30.55322898717383,114.3497342821487
419,汉阳区洲头二村,30.53095337958798,114.2608956544679
420,武汉市,30.59846673640099,114.3115815547323
421,武汉市洪山区关山街保利社区保利花园,30.50447988351802,114.4213187354923
422,长丰大道盛世长丰,30.61252787042046,114.2142879713882
423,武昌区姚家岭,30.55359294478505,114.3406825210503
424,武汉市洪山区洪山街烽胜路楚天都市沁园,30.46145186109827,114.2966961832792
425,武汉市江岸区洞庭街怡东大厦,30.59518231439568,114.3087727330637
426,沌口区观澜高尔夫,30.5152539343621,114.201216817743
427,三江航天酒店,30.61237643073448,114.203834300338
428,江岸区百步亭悦秀苑,30.66690573545843,114.3231141805305
429,韩家墩综合社区,30.58511774363404,114.2258724294143
430,武汉市青山区冶金大道青馨居楼,30.63066432537542,114.4202287315865
431,江岸区塔子湖街道海悦社区,30.60540279756239,114.3165791876065
432,关东街南湖社区,30.46910797252986,114.3804970382024
433,江岸区,30.60540279756239,114.3165791876065
434,硚口区居仁门安定巷社区,30.57513979844996,114.2652767802706
435,中山医院,30.26826445076776,113.8633458798385
436,同安社区后湖大道消防人家,30.65221290192869,114.3021479994193
437,硚口区古田四路广电兰亭荣荟,30.61121634352229,114.2240640505922
438,汉中街道军工小区,30.58546850855739,114.2572179018795
439,维也纳酒店隔离点,30.5830809034133,114.2604250322112
440,武汉市武昌区粮道街丙门,30.55304093691143,114.3177191292139
441,长丰社区武汉市桥口区古田四路长丰大道丰华园小区,30.61230587794122,114.2174379694895
